,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
60,5e9TFTbltYBg2xThimr0rU,0.009,0.545,0.67,0.000822,0.0451,0.8531666666666666,1.0,0.0496,0.757765,0.481
61,0hCB0YR03f6AmQaHbwWDe8,0.0484,0.412,0.902,0.131,0.405,0.8066666666666666,1.0,0.405,0.4487,0.422
62,5EWPGh7jbTNO2wakv8LjUI,0.0738,0.249,0.834,9.48e-05,0.0924,0.8631666666666666,1.0,0.0577,0.591115,0.338
63,7ACxUo21jtTHzy7ZEV56vU,0.408,0.454,0.913,0.000271,0.248,0.9332,1.0,0.107,0.6884399999999999,0.521
64,6KTv0Z8BmVqM7DPxbGzpVC,0.0468,0.654,0.929,0.0,0.0539,0.9015666666666666,1.0,0.0998,0.72387,0.902
65,4gMgiXfqyzZLMhsksGmbQV,0.0782,0.693,0.394,0.000694,0.247,0.7353000000000001,1.0,0.0428,0.52057,0.721
66,1Y373MqadDRtclJNdnUXVc,4.52e-05,0.412,0.658,0.000774,0.176,0.79915,0.0,0.0708,0.8153549999999999,0.454
67,6H3kDe7CGoWYBabAeVWGiD,0.447,0.634,0.63,0.039,0.17,0.86205,0.0,0.031,0.59314,0.489
68,3gdewACMIVMEWVbyb8O9sY,0.432,0.601,0.532,6.25e-06,0.0925,0.8480166666666666,1.0,0.0286,0.682855,0.341
69,3KhF2YiNpJvGpfiCW45R6D,0.148,0.472,0.9,0.000297,0.34,0.8932333333333333,0.0,0.0582,0.47912999999999994,0.42
70,0K6yUnIKNsFtfIpTgGtcHm,0.00197,0.581,0.854,0.0013,0.111,0.8585833333333334,0.0,0.0428,0.6559,0.788
71,2aSFLiDPreOVP6KHiWk4lF,0.524,0.663,0.712,0.0,0.0804,0.8788666666666667,1.0,0.0479,0.567195,0.527
72,0NWPxcsf5vdjdiFUI8NgkP,0.00603,0.346,0.768,0.38,0.0244,0.9050833333333334,1.0,0.0377,0.84746,0.532
73,2N2yrmodOnVF10mKvItC9P,0.00182,0.456,0.59,0.00379,0.104,0.8560333333333333,1.0,0.0327,0.623175,0.243
74,4vO9dmzNRqDhFY3jD1a3P7,0.0987,0.581,0.624,0.0,0.0411,0.8609,1.0,0.0777,0.69857,0.637
75,1gcESexgftSuLuML57Y69q,0.221,0.787,0.472,0.000336,0.153,0.7862666666666667,1.0,0.0832,0.600295,0.824
76,0dOg1ySSI7NkpAe89Zo0b9,0.000373,0.398,0.952,7.75e-05,0.1,0.8993,1.0,0.061,0.610465,0.584
77,1HOMkjp0nHMaTnfAkslCQj,0.0589,0.586,0.7,0.00125,0.0318,0.8407,1.0,0.0363,0.736225,0.897
78,1JSTJqkT5qHq8MDJnJbRE1,0.543,0.82,0.452,0.00294,0.0714,0.8367333333333333,1.0,0.0348,0.587005,0.74
79,5EOoMWIB9iK4ZpcSex9Ec7,0.206,0.714,0.937,0.0,0.0731,0.9508833333333333,1.0,0.0399,0.6206499999999999,0.964
80,4cMHCRLPNoEbpnl2rz6GS9,0.116,0.598,0.901,0.0401,0.178,0.89865,1.0,0.0359,0.7662,0.814
81,4VqPOruhp5EdPBeR92t6lQ,0.000202,0.602,0.905,0.064,0.117,0.9325666666666667,1.0,0.0775,0.6400950000000001,0.411
82,2K2M0TcglCRLLpFOzKeFZA,0.385,0.683,0.594,8.61e-05,0.121,0.86185,1.0,0.0347,0.575495,0.734
83,08mG3Y1vljYA6bvDt4Wqkj,0.011,0.31,0.7,0.00965,0.0828,0.9053666666666667,1.0,0.047,0.9419299999999999,0.763
84,7Jh1bpe76CNTCgdgAdBw4Z,0.000678,0.489,0.758,0.49,0.092,0.8918166666666667,1.0,0.0297,0.560565,0.435
85,70YvYr2hGlS01bKRIho1HM,0.00249,0.545,0.64,0.0304,0.196,0.8343833333333334,0.0,0.224,0.40271999999999997,0.606
86,6gXrEUzibufX9xYPk3HD5p,0.0966,0.667,0.755,6.94e-05,0.0523,0.8792333333333333,1.0,0.069,0.547675,0.883
87,1GqlvSEtMx5xbGptxOTTyk,0.00101,0.419,0.677,9.99e-05,0.211,0.89695,1.0,0.0343,0.63839,0.684
88,6GtX0jaNL8IjVQfrDBx81z,5.59e-05,0.404,0.72,0.836,0.0466,0.847,0.0,0.0623,0.60932,0.475
89,5uvosCdMlFdTXhoazkTI5R,0.369,0.413,0.725,2.16e-05,0.0905,0.90355,0.0,0.0324,0.6230899999999999,0.44
90,2kkvB3RNRzwjFdGhaUA0tz,0.577,0.404,0.902,0.297,0.287,0.9353333333333333,1.0,0.0665,0.578345,0.497
91,2Cdvbe2G4hZsnhNMKyGrie,0.326,0.535,0.716,0.0,0.659,0.91625,1.0,0.0431,0.471895,0.901
92,4pbG9SUmWIvsROVLF0zF9s,0.386,0.49,0.715,0.0,0.311,0.9075166666666666,1.0,0.0476,0.65363,0.866
93,7e89621JPkKaeDSTQ3avtg,0.181,0.596,0.605,0.000331,0.0863,0.7975833333333333,1.0,0.0255,0.48899000000000004,0.886
94,5ghIJDpPoe3CfHMGu71E6T,2.55e-05,0.502,0.912,0.000173,0.106,0.9240666666666667,1.0,0.0564,0.583805,0.72
95,07GvNcU1WdyZJq3XxP0kZa,0.0185,0.583,0.947,0.00109,0.0679,0.9146666666666666,1.0,0.0378,0.6772400000000001,0.803
96,4nuUssdgKFy2QyYHHNkZQW,0.402,0.543,0.944,0.000564,0.0373,0.8750833333333333,1.0,0.0543,0.50587,0.735
97,4bHsxqR3GMrXTxEPLuK5ue,0.127,0.5,0.748,0.0,0.447,0.8488,1.0,0.0363,0.59426,0.514
98,5OQsiBsky2k2kDKy2bX2eT,1.83e-05,0.465,0.919,2.07e-05,0.262,0.9329166666666666,1.0,0.0408,0.6799850000000001,0.537
99,43DeSV93pJPT4lCZaWZ6b1,0.234,0.445,0.706,0.000252,0.205,0.8366166666666667,1.0,0.0461,0.40411499999999995,0.768
